"RELATIONSHIP_ID","FROM_VOCABULARY_ID","FROM_DOMAIN_ID","FROM_STANDARD_CONCEPT","TO_VOCABULARY_ID","TO_DOMAIN_ID","TO_STANDARD_CONCEPT","RELATIONSHIP_COUNT"
"Is a","SNOMED","Procedure",NA,"SNOMED","Observation","S",31
"Is a","SNOMED","Procedure",NA,"SNOMED","Observation",NA,1
"Is a","SNOMED","Procedure",NA,"SNOMED","Procedure","S",2673
"Is a","SNOMED","Procedure",NA,"SNOMED","Procedure",NA,557
"Is a","SNOMED","Provider",NA,"SNOMED","Observation","S",31
"Is a","SNOMED","Provider",NA,"SNOMED","Provider",NA,541
"Is a","SNOMED","Race",NA,"SNOMED","Condition","S",1
"Is a","SNOMED","Race",NA,"SNOMED","Observation","S",2
"Is a","SNOMED","Race",NA,"SNOMED","Race",NA,468
"Is a","SNOMED","Relationship","S","SNOMED","Observation","S",17
"Is a","SNOMED","Relationship","S","SNOMED","Relationship","S",265
"Is a","SNOMED","Relationship",NA,"SNOMED","Observation","S",2
"Is a","SNOMED","Relationship",NA,"SNOMED","Relationship","S",4
"Is a","SNOMED","Relationship",NA,"SNOMED","Relationship",NA,2
"Is a","SNOMED","Route","S","SNOMED","Observation","S",1
"Is a","SNOMED","Route","S","SNOMED","Route","S",199
"Is a","SNOMED","Route",NA,"SNOMED","Route","S",12
"Is a","SNOMED","Spec Anatomic Site","S","SNOMED","Metadata",NA,1
"Is a","SNOMED","Spec Anatomic Site","S","SNOMED","Observation","S",26
"Is a","SNOMED","Spec Anatomic Site","S","SNOMED","Observation",NA,1
"Is a","SNOMED","Spec Anatomic Site","S","SNOMED","Spec Anatomic Site","S",53196
"Is a","SNOMED","Spec Anatomic Site","S","SNOMED","Spec Anatomic Site",NA,515
"Is a","SNOMED","Spec Anatomic Site","S","SNOMED","Specimen","S",5
"Is a","SNOMED","Spec Anatomic Site",NA,"SNOMED","Metadata",NA,7
"Is a","SNOMED","Spec Anatomic Site",NA,"SNOMED","Spec Anatomic Site","S",480
"Is a","SNOMED","Spec Anatomic Site",NA,"SNOMED","Spec Anatomic Site",NA,248
"Is a","SNOMED","Spec Disease Status","S","SNOMED","Meas Value","S",2
"Is a","SNOMED","Spec Disease Status","S","SNOMED","Observation","S",3
"Is a","SNOMED","Specimen","S","SNOMED","Metadata",NA,1
"Is a","SNOMED","Specimen","S","SNOMED","Spec Anatomic Site","S",2
"Is a","SNOMED","Specimen","S","SNOMED","Specimen","S",3054
"Is a","SNOMED","Specimen","S","SNOMED","Specimen",NA,3
"Is a","SNOMED","Specimen",NA,"SNOMED","Metadata",NA,4
"Is a","SNOMED","Specimen",NA,"SNOMED","Specimen","S",19
"Is a","SNOMED","Type Concept",NA,"SNOMED","Metadata",NA,4
"Is a","SNOMED","Type Concept",NA,"SNOMED","Type Concept",NA,1844
"Is a","SNOMED","Unit","S","SNOMED","Unit",NA,5
"Is a","SNOMED","Unit",NA,"SNOMED","Device","S",1
"Is a","SNOMED","Unit",NA,"SNOMED","Observation","S",3
"Is a","SNOMED","Unit",NA,"SNOMED","Unit",NA,1324
"Is a","SNOMED","Visit",NA,"SNOMED","Procedure","S",4
"Is a","SNOMED","Visit",NA,"SNOMED","Visit",NA,1
"Is a","Type Concept","Type Concept","S","Type Concept","Type Concept","S",59
"Is a","UB04 Typ bill","Visit","S","CMS Place of Service","Visit","S",2
"Is a","UB04 Typ bill","Visit","S","Visit","Visit","S",2
"Is a","UK Biobank","Measurement","C","UK Biobank","Measurement","C",19
"Is a","UK Biobank","Measurement","C","UK Biobank","Observation","C",26
"Is a","UK Biobank","Observation","C","UK Biobank","Measurement","C",3
"Is a","UK Biobank","Observation","C","UK Biobank","Observation","C",198
"Is a","US Census","Geography","S","OSM","Geography","S",4
"Is a","US Census","Geography","S","US Census","Geography","S",9
"Is a","Visit","Visit","S","CMS Place of Service","Visit","S",2
"Is a","Visit","Visit","S","Visit","Visit","S",3
"Is a","Visit Type","Type Concept",NA,"Visit Type","Type Concept",NA,15
"Is characterized by","SNOMED","Measurement","S","SNOMED","Observation","S",34
"Is characterized by","SNOMED","Observation","S","SNOMED","Measurement","S",150
"Is characterized by","SNOMED","Observation","S","SNOMED","Observation","S",179
"Is characterized by","SNOMED","Procedure","S","SNOMED","Observation","S",6
"Is current in","HemOnc","Procedure",NA,"HemOnc","Condition",NA,2
"Is current in","HemOnc","Regimen","S","HemOnc","Condition",NA,2426
"Is historical in","HemOnc","Procedure",NA,"HemOnc","Condition",NA,1
"Is historical in","HemOnc","Regimen","S","HemOnc","Condition",NA,392
"Is transcribed from","OMOP Extension","Measurement","S","OMOP Extension","Measurement","S",5029
"Is translated from","OMOP Extension","Measurement","S","OMOP Extension","Measurement","S",5895
"Kind of","LOINC","Meas Value","S","LOINC","Measurement","S",2985
"Kind of","LOINC","Meas Value","S","LOINC","Measurement",NA,39
"LOINC - CPT4 eq","LOINC","Measurement","S","CPT4","Measurement","S",1881
"LOINC - CPT4 eq","LOINC","Measurement","S","CPT4","Procedure","S",5
"LOINC - CPT4 eq","LOINC","Measurement",NA,"CPT4","Measurement","S",133
"Laterality of","SNOMED","Observation","S","SNOMED","Observation","S",2
"Laterality of","SNOMED","Observation","S","SNOMED","Observation",NA,2
"Laterality of","SNOMED","Observation","S","SNOMED","Spec Anatomic Site","S",12149
"Laterality of","SNOMED","Observation","S","SNOMED","Spec Anatomic Site",NA,83
"Legal category of","SNOMED","Drug",NA,"SNOMED","Device","S",86737
"Legal category of","SNOMED","Drug",NA,"SNOMED","Device",NA,20
"Legal category of","SNOMED","Drug",NA,"SNOMED","Drug",NA,67042
"Licensed route of","SNOMED","Route","S","SNOMED","Device","S",323
"Licensed route of","SNOMED","Route","S","SNOMED","Device",NA,23
"Licensed route of","SNOMED","Route","S","SNOMED","Drug",NA,41994
"Licensed route of","SNOMED","Route","S","SNOMED","Observation","S",5
"Licensed route of","SNOMED","Route",NA,"SNOMED","Drug",NA,6
"Local therapy of","HemOnc","Drug",NA,"HemOnc","Regimen","S",173
"Manifestation of","SNOMED","Condition","S","SNOMED","Condition","S",6
"Manifestation of","SNOMED","Condition","S","SNOMED","Condition",NA,201
"Manifestation of","SNOMED","Condition","S","SNOMED","Observation","S",7
"Manifestation of","SNOMED","Condition",NA,"SNOMED","Condition","S",5
"Manifestation of","SNOMED","Observation",NA,"SNOMED","Condition","S",5
"Manifestation of","SNOMED","Observation",NA,"SNOMED","Condition",NA,1
"Mapped from","ABMS","Provider","S","ABMS","Provider",NA,3
"Mapped from","ABMS","Provider","S","HES Specialty","Provider",NA,29
"Mapped from","ABMS","Provider","S","Medicare Specialty","Provider",NA,2
"Mapped from","ABMS","Provider","S","NUCC","Provider",NA,55
"Mapped from","ABMS","Provider","S","UK Biobank","Observation",NA,29
"Mapped from","CMS Place of Service","Visit","S","CMS Place of Service","Visit",NA,1
"Mapped from","CMS Place of Service","Visit","S","HES Specialty","Visit",NA,2
"Mapped from","CMS Place of Service","Visit","S","Medicare Specialty","Visit",NA,4
"Mapped from","CMS Place of Service","Visit","S","NUCC","Visit",NA,16
"Mapped from","CMS Place of Service","Visit","S","UB04 Point of Origin","Visit",NA,5
"Mapped from","CMS Place of Service","Visit","S","UB04 Pt dis status","Visit",NA,18
"Mapped from","CMS Place of Service","Visit","S","UB04 Typ bill","Visit",NA,217
"Mapped from","CMS Place of Service","Visit","S","UK Biobank","Observation",NA,19
"Mapped from","CPT4","Measurement","S","HCPCS","Measurement",NA,2
"Mapped from","CPT4","Measurement","S","LOINC","Measurement",NA,1
"Mapped from","CPT4","Observation","S","HCPCS","Measurement",NA,1
"Mapped from","CPT4","Observation","S","HCPCS","Observation",NA,4
"Mapped from","CPT4","Procedure","S","HCPCS","Measurement",NA,1
"Mapped from","CPT4","Procedure","S","HCPCS","Observation",NA,4
"Mapped from","CPT4","Procedure","S","HCPCS","Procedure",NA,36
"Mapped from","CPT4","Procedure","S","UK Biobank","Observation",NA,1
"Mapped from","Cancer Modifier","Measurement","S","Cancer Modifier","Measurement",NA,7
"Mapped from","Cancer Modifier","Measurement","S","ICD10","Condition",NA,13
"Mapped from","Cancer Modifier","Measurement","S","ICD10CM","Condition",NA,30
"Mapped from","Cancer Modifier","Measurement","S","ICD9CM","Condition",NA,17
"Mapped from","Cancer Modifier","Measurement","S","Read","Condition",NA,1
"Mapped from","Cancer Modifier","Measurement","S","SNOMED","Condition",NA,38
"Mapped from","Episode","Episode","S","Episode","Episode",NA,2
"Mapped from","Episode","Episode","S","NAACCR","Episode",NA,8
"Mapped from","HCPCS","Device","S","HCPCS","Device",NA,21
"Mapped from","HCPCS","Device","S","HCPCS","Drug",NA,3
"Mapped from","HCPCS","Device","S","HCPCS","Procedure",NA,1
"Mapped from","HCPCS","Drug","S","HCPCS","Drug",NA,2
"Mapped from","HCPCS","Procedure","S","HCPCS","Procedure",NA,3
"Mapped from","HES Specialty","Provider","S","HES Specialty","Provider",NA,1
"Mapped from","HES Specialty","Provider","S","NUCC","Provider",NA,3
"Mapped from","HES Specialty","Provider","S","UK Biobank","Observation",NA,55
"Mapped from","HemOnc","Regimen","S","HemOnc","Regimen",NA,16
"Mapped from","ICDO3","Condition","S","HemOnc","Condition",NA,3
"Mapped from","ICDO3","Condition","S","UK Biobank","Observation",NA,1
"Mapped from","LOINC","Measurement","S","LOINC","Measurement",NA,2818
"Mapped from","LOINC","Measurement","S","LOINC","Observation",NA,35
"Mapped from","LOINC","Measurement","S","UK Biobank","Measurement",NA,69
"Mapped from","LOINC","Measurement","S","UK Biobank","Observation",NA,11
"Mapped from","LOINC","Observation","S","LOINC","Measurement",NA,2
"Mapped from","LOINC","Observation","S","LOINC","Observation",NA,119
"Mapped from","Medicare Specialty","Provider","S","ABMS","Provider",NA,7
"Mapped from","Medicare Specialty","Provider","S","HES Specialty","Provider",NA,57
"Mapped from","Medicare Specialty","Provider","S","NUCC","Provider",NA,60
"Mapped from","Medicare Specialty","Provider","S","UK Biobank","Observation",NA,75
"Mapped from","Medicare Specialty","Visit","S","HES Specialty","Visit",NA,1
"Mapped from","Medicare Specialty","Visit","S","NUCC","Visit",NA,1
"Mapped from","Medicare Specialty","Visit","S","UB04 Point of Origin","Visit",NA,2
"Mapped from","Medicare Specialty","Visit","S","UB04 Pt dis status","Visit",NA,2
"Mapped from","Medicare Specialty","Visit","S","UB04 Typ bill","Visit",NA,33
"Mapped from","Medicare Specialty","Visit","S","UK Biobank","Observation",NA,9
"Mapped from","NAACCR","Measurement","S","NAACCR","Measurement",NA,8
"Mapped from","NCIt","Measurement","S","Cancer Modifier","Measurement",NA,8
"Mapped from","NUCC","Provider","S","ABMS","Provider",NA,1
"Mapped from","NUCC","Provider","S","HES Specialty","Provider",NA,4
"Mapped from","NUCC","Provider","S","Medicare Specialty","Provider",NA,3
"Mapped from","NUCC","Provider","S","NUCC","Provider",NA,14
"Mapped from","NUCC","Provider","S","UK Biobank","Observation",NA,21
"Mapped from","NUCC","Visit","S","CMS Place of Service","Visit",NA,1
"Mapped from","NUCC","Visit","S","HES Specialty","Visit",NA,1
"Mapped from","NUCC","Visit","S","Medicare Specialty","Visit",NA,1
"Mapped from","NUCC","Visit","S","NUCC","Visit",NA,4
"Mapped from","NUCC","Visit","S","UB04 Point of Origin","Visit",NA,2
"Mapped from","NUCC","Visit","S","UB04 Pt dis status","Visit",NA,5
"Mapped from","NUCC","Visit","S","UB04 Typ bill","Observation",NA,5
"Mapped from","NUCC","Visit","S","UB04 Typ bill","Visit",NA,2
"Mapped from","NUCC","Visit","S","UK Biobank","Observation",NA,9
"Mapped from","OMOP Extension","Measurement","S","JAX","Measurement",NA,14520
"Mapped from","OMOP Extension","Measurement","S","NCIt","Measurement",NA,510
"Mapped from","OMOP Extension","Measurement","S","Read","Measurement",NA,2
"Mapped from","OMOP Extension","Measurement","S","SNOMED","Measurement",NA,2
"Mapped from","OMOP Extension","Measurement","S","UK Biobank","Measurement",NA,43
"Mapped from","OMOP Extension","Measurement","S","UK Biobank","Observation",NA,8
"Mapped from","OMOP Extension","Observation","S","ICD10","Condition",NA,1
"Mapped from","OMOP Extension","Observation","S","ICD10CM","Condition",NA,1
"Mapped from","OMOP Extension","Observation","S","OMOP Extension","Observation",NA,1
"Mapped from","OMOP Extension","Observation","S","SNOMED","Condition",NA,2
"Mapped from","OMOP Extension","Observation","S","UK Biobank","Observation",NA,30
"Mapped from","OPCS4","Procedure","S","Read","Procedure",NA,4
"Mapped from","Race","Race","S","Read","Race",NA,260
"Mapped from","Race","Race","S","SNOMED","Condition",NA,7
"Mapped from","Race","Race","S","SNOMED","Observation",NA,56
"Mapped from","Race","Race","S","SNOMED","Race",NA,76
"Mapped from","RxNorm","Drug","S","ATC","Drug","C",5072
"Mapped from","RxNorm","Drug","S","ATC","Drug",NA,21
"Mapped from","RxNorm","Drug","S","CPT4","Drug",NA,15
"Mapped from","RxNorm","Drug","S","HCPCS","Drug",NA,1147
"Mapped from","RxNorm","Drug","S","HemOnc","Drug",NA,436
"Mapped from","RxNorm","Drug","S","ICD9Proc","Procedure",NA,2
"Mapped from","RxNorm","Drug","S","NDC","Device",NA,31
"Mapped from","RxNorm","Drug","S","NDC","Drug",NA,799888
"Mapped from","RxNorm","Drug","S","OPCS4","Procedure",NA,5
"Mapped from","RxNorm","Drug","S","Read","Drug",NA,21
"Mapped from","RxNorm","Drug","S","Read","Observation",NA,12
"Mapped from","RxNorm","Drug","S","Read","Procedure",NA,129
"Mapped from","RxNorm","Drug","S","RxNorm","Drug",NA,43611
"Mapped from","RxNorm","Drug","S","RxNorm Extension","Drug",NA,11675
"Mapped from","RxNorm","Drug","S","SNOMED","Condition",NA,10
"Mapped from","RxNorm","Drug","S","SNOMED","Device",NA,3
"Mapped from","RxNorm","Drug","S","SNOMED","Drug",NA,19235
"Mapped from","RxNorm","Drug","S","SNOMED","Observation",NA,4780
"Mapped from","RxNorm","Drug","S","SNOMED","Procedure",NA,20
"Mapped from","RxNorm","Drug","S","SPL","Device","C",775
"Mapped from","RxNorm","Drug","S","SPL","Drug","C",49139
"Mapped from","RxNorm","Drug","S","SPL","Drug",NA,10900
"Mapped from","RxNorm","Drug","S","SPL","Observation","C",4
"Mapped from","RxNorm","Drug","S","UK Biobank","Observation",NA,8240
"Mapped from","RxNorm","Drug","S","dm+d","Device",NA,18
"Mapped from","RxNorm","Drug","S","dm+d","Drug",NA,14125
"Mapped from","RxNorm Extension","Drug","S","ATC","Drug","C",333
"Mapped from","RxNorm Extension","Drug","S","HCPCS","Drug",NA,346
"Mapped from","RxNorm Extension","Drug","S","HemOnc","Drug",NA,10
"Mapped from","RxNorm Extension","Drug","S","NDC","Device",NA,2
"Mapped from","RxNorm Extension","Drug","S","NDC","Drug",NA,2846
"Mapped from","RxNorm Extension","Drug","S","RxNorm","Drug",NA,24
"Mapped from","RxNorm Extension","Drug","S","RxNorm Extension","Drug",NA,135228
"Mapped from","RxNorm Extension","Drug","S","UK Biobank","Observation",NA,49
"Mapped from","RxNorm Extension","Drug","S","dm+d","Drug",NA,148804
"Mapped from","SNOMED","Condition","S","HCPCS","Observation",NA,2
"Mapped from","SNOMED","Condition","S","HemOnc","Condition",NA,143
"Mapped from","SNOMED","Condition","S","ICD10","Condition",NA,16869
"Mapped from","SNOMED","Condition","S","ICD10","Observation",NA,12
"Mapped from","SNOMED","Condition","S","ICD10CM","Condition",NA,115185
"Mapped from","SNOMED","Condition","S","ICD10CM","Observation",NA,101
"Mapped from","SNOMED","Condition","S","ICD9CM","Condition",NA,18497
"Mapped from","SNOMED","Condition","S","ICD9CM","Observation",NA,11
"Mapped from","SNOMED","Condition","S","ICDO3","Condition",NA,1844
"Mapped from","SNOMED","Condition","S","OPCS4","Condition",NA,5
"Mapped from","SNOMED","Condition","S","Read","Condition",NA,47051
"Mapped from","SNOMED","Condition","S","Read","Condition/Procedure",NA,1
"Mapped from","SNOMED","Condition","S","Read","Measurement",NA,1
"Mapped from","SNOMED","Condition","S","Read","Metadata",NA,2
"Mapped from","SNOMED","Condition","S","Read","Observation",NA,529
"Mapped from","SNOMED","Condition","S","Read","Procedure",NA,2
"Mapped from","SNOMED","Condition","S","SNOMED","Condition",NA,37324
"Mapped from","SNOMED","Condition","S","SNOMED","Device",NA,3
"Mapped from","SNOMED","Condition","S","SNOMED","Measurement",NA,32
"Mapped from","SNOMED","Condition","S","SNOMED","Metadata",NA,19
"Mapped from","SNOMED","Condition","S","SNOMED","Observation",NA,3574
"Mapped from","SNOMED","Condition","S","SNOMED","Procedure",NA,226
"Mapped from","SNOMED","Condition","S","UK Biobank","Observation",NA,604
"Mapped from","SNOMED","Device","S","HCPCS","Device",NA,6
"Mapped from","SNOMED","Device","S","OPCS4","Device",NA,10
"Mapped from","SNOMED","Device","S","Read","Device",NA,276
"Mapped from","SNOMED","Device","S","SNOMED","Condition",NA,10
"Mapped from","SNOMED","Device","S","SNOMED","Device",NA,1032
"Mapped from","SNOMED","Device","S","SNOMED","Drug",NA,905
"Mapped from","SNOMED","Device","S","SNOMED","Observation",NA,955
"Mapped from","SNOMED","Device","S","SNOMED","Procedure",NA,41
"Mapped from","SNOMED","Device","S","dm+d","Device",NA,179754
"Mapped from","SNOMED","Meas Value","S","Read","Meas Value",NA,10
"Mapped from","SNOMED","Meas Value","S","SNOMED","Condition",NA,2
"Mapped from","SNOMED","Meas Value","S","SNOMED","Meas Value",NA,1
"Mapped from","SNOMED","Meas Value","S","SNOMED","Observation",NA,33
"Mapped from","SNOMED","Measurement","S","CPT4","Measurement",NA,1
"Mapped from","SNOMED","Measurement","S","HCPCS","Measurement",NA,28
"Mapped from","SNOMED","Measurement","S","ICD10","Measurement",NA,39
"Mapped from","SNOMED","Measurement","S","ICD10","Procedure",NA,1
"Mapped from","SNOMED","Measurement","S","ICD10CM","Condition",NA,1
"Mapped from","SNOMED","Measurement","S","ICD10CM","Measurement",NA,60
"Mapped from","SNOMED","Measurement","S","ICD9CM","Condition",NA,167
"Mapped from","SNOMED","Measurement","S","ICD9CM","Measurement",NA,41
"Mapped from","SNOMED","Measurement","S","ICD9Proc","Procedure",NA,25
"Mapped from","SNOMED","Measurement","S","LOINC","Measurement",NA,361
"Mapped from","SNOMED","Measurement","S","OPCS4","Measurement",NA,58
"Mapped from","SNOMED","Measurement","S","Read","Condition/Meas",NA,1
"Mapped from","SNOMED","Measurement","S","Read","Measurement",NA,1168
"Mapped from","SNOMED","Measurement","S","Read","Observation",NA,744
"Mapped from","SNOMED","Measurement","S","SNOMED","Condition",NA,222
"Mapped from","SNOMED","Measurement","S","SNOMED","Measurement",NA,157
"Mapped from","SNOMED","Measurement","S","SNOMED","Observation",NA,522
"Mapped from","SNOMED","Measurement","S","SNOMED","Procedure",NA,4680
"Mapped from","SNOMED","Measurement","S","UK Biobank","Measurement",NA,2
"Mapped from","SNOMED","Measurement","S","UK Biobank","Observation",NA,32
"Mapped from","SNOMED","Observation","S","HCPCS","Device",NA,2
"Mapped from","SNOMED","Observation","S","HCPCS","Observation",NA,8
"Mapped from","SNOMED","Observation","S","HCPCS","Procedure",NA,4
"Mapped from","SNOMED","Observation","S","ICD10","Condition",NA,822
"Mapped from","SNOMED","Observation","S","ICD10","Observation",NA,1143
"Mapped from","SNOMED","Observation","S","ICD10CM","Condition",NA,6537
"Mapped from","SNOMED","Observation","S","ICD10CM","Observation",NA,5816
"Mapped from","SNOMED","Observation","S","ICD9CM","Condition",NA,471
"Mapped from","SNOMED","Observation","S","ICD9CM","Observation",NA,1466
"Mapped from","SNOMED","Observation","S","ICD9Proc","Procedure",NA,38
"Mapped from","SNOMED","Observation","S","ICDO3","Observation",NA,1158
"Mapped from","SNOMED","Observation","S","LOINC","Measurement",NA,2
"Mapped from","SNOMED","Observation","S","OPCS4","Observation",NA,229
"Mapped from","SNOMED","Observation","S","Read","Condition",NA,231
"Mapped from","SNOMED","Observation","S","Read","Drug",NA,18
"Mapped from","SNOMED","Observation","S","Read","Measurement",NA,1
"Mapped from","SNOMED","Observation","S","Read","Metadata",NA,1
"Mapped from","SNOMED","Observation","S","Read","Observation",NA,31907
"Mapped from","SNOMED","Observation","S","Read","Procedure",NA,915
